epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,960.076,0.85499,3.33407,1.27029,0.45509,0.66134,0.54964,0.42825,0.91776,2.60774,1.11219,0.000109832,0.000109832,0.000109832
2,2138.9,0.65472,1.75502,1.06313,0.64906,0.70892,0.7312,0.55248,1.00989,1.76492,1.16664,0.000198969,0.000198969,0.000198969
